BestellID,Bestelldatum,Bestellart,Lieferant,Artikelnummer,Artikelbeschreibung,Menge,Einheit,PreisProEinheit,Bestellstatus,GeplantesLieferdatum,TatsächlichesLieferdatum,AktuellerLagerbestand,Engpass,KritischSeit,Gesamtpreis,Lieferdauer,JahrMonat,Kategorie
1956,2023-12-14,Standardbestellung,SRAM Corporation,SR-BB-DUB-TR,Innenlager DUB Tretlager,40,Stück,78.41,Geliefert,2023-12-20,2023-12-23,172,False,,3136.3999999999996,9,2023-12,Sonstiges
1957,2023-10-17,Standardbestellung,Continental AG,CO-RE-ATTACK,Fahrradreifen Grand Prix Attack III,100,Stück,58.38,Teilgeliefert,2023-10-22,2023-10-23,176,False,,5838.0,6,2023-10,Sonstiges
1958,2024-03-24,Standardbestellung,Continental AG,CO-RE-ATTACK,Fahrradreifen Grand Prix Attack III,40,Stück,131.21,Teilgeliefert,2024-04-01,2024-04-04,127,False,,5248.400000000001,11,2024-03,Sonstiges
1959,2023-02-11,Eilbestellung,Selle Italia S.r.l.,SI-GR-ERGON,Fahrradgriffe Ergon GP1,148,Stück,146.71,Teilgeliefert,2023-02-16,2023-02-18,18,True,2023-02-19,21713.08,7,2023-02,Sonstiges
1960,2024-04-16,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,173,Stück,133.18,Geliefert,2024-04-21,2024-04-23,19,True,2024-05-05,23040.14,7,2024-04,Bremsen
1961,2023-01-29,Standardbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,196,Stück,89.99,Offen,2023-02-01,2023-01-31,17,True,2023-02-15,17638.039999999997,2,2023-01,Sonstiges
1962,2024-04-18,Standardbestellung,Continental AG,CO-RE-SPEED,Fahrradreifen Speed King 2.2,12,Stück,55.31,Teilgeliefert,2024-04-25,2024-04-27,12,True,2024-05-17,663.72,9,2024-04,Sonstiges
1963,2024-04-24,Standardbestellung,SRAM Corporation,SR-BB-DUB-TR,Innenlager DUB Tretlager,27,Stück,60.13,Offen,2024-05-03,2024-05-04,124,False,,1623.51,10,2024-04,Sonstiges
1964,2023-07-11,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,155,Stück,31.76,Teilgeliefert,2023-07-17,2023-07-20,13,True,2023-08-02,4922.8,9,2023-07,Bremsen
1965,2024-01-28,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 220mm,10,Stück,83.69,Offen,2024-02-07,2024-02-05,7,True,2024-02-03,836.9,8,2024-01,Bremsen
1966,2023-01-11,Standardbestellung,Continental AG,CO-TU-LIGHT,Fahrradschlauch Light S42,149,Stück,55.01,Geliefert,2023-01-21,2023-01-20,77,False,,8196.49,9,2023-01,Sonstiges
1967,2023-04-23,Eilbestellung,Shimano GmbH,SH-RD-M7100,Schaltwerk SLX RD-M7100-SGS,94,Stück,65.52,Geliefert,2023-05-03,2023-05-02,62,False,,6158.879999999999,9,2023-04,Sonstiges
1968,2023-03-25,Eilbestellung,Shimano GmbH,SH-HB-M820,Vorderradnabe Saint HB-M820,91,Stück,82.09,Teilgeliefert,2023-04-04,2023-04-02,1,True,2023-04-13,7470.1900000000005,8,2023-03,Sonstiges
1969,2024-05-12,Eilbestellung,Shimano GmbH,SH-HB-M7110,Vorderradnabe SLX HB-M7110,48,Stück,132.18,Geliefert,2024-05-17,2024-05-15,71,False,,6344.64,3,2024-05,Sonstiges
1970,2023-05-15,Eilbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,103,Stück,139.31,Teilgeliefert,2023-05-18,2023-05-21,11,True,2023-06-09,14348.93,6,2023-05,Sonstiges
1971,2024-01-15,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,12,Stück,71.28,Geliefert,2024-01-21,2024-01-20,4,True,2024-01-24,855.36,5,2024-01,Sonstiges
1972,2023-02-12,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-CL,Bremsscheibe Centerlock 180mm,47,Stück,71.02,Teilgeliefert,2023-02-16,2023-02-18,16,True,2023-02-17,3337.9399999999996,6,2023-02,Bremsen
1973,2023-11-12,Eilbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,167,Stück,75.88,Teilgeliefert,2023-11-20,2023-11-22,5,True,2023-11-26,12671.96,10,2023-11,Sonstiges
1974,2023-12-03,Eilbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,124,Stück,108.56,Offen,2023-12-11,2023-12-12,291,False,,13461.44,9,2023-12,Sonstiges
1975,2023-01-15,Eilbestellung,Shimano GmbH,SH-RD-M5100,Schaltwerk Deore RD-M5100-SGS,12,Stück,110.08,Offen,2023-01-18,2023-01-18,123,False,,1320.96,3,2023-01,Sonstiges
1976,2023-01-08,Standardbestellung,SRAM Corporation,SR-FC-SX1,Kurbelgarnitur SX Eagle,31,Stück,143.54,Offen,2023-01-17,2023-01-20,4,True,2023-01-19,4449.74,12,2023-01,Sonstiges
1977,2023-11-08,Standardbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,111,Stück,119.39,Geliefert,2023-11-18,2023-11-18,193,False,,13252.29,10,2023-11,Sonstiges
1978,2024-03-17,Standardbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,44,Stück,105.74,Offen,2024-03-24,2024-03-27,1,True,2024-03-24,4652.5599999999995,10,2024-03,Sonstiges
1979,2023-03-05,Eilbestellung,Continental AG,CO-TU-S42,Fahrradschlauch S42 Presta Ventil,33,Stück,121.54,Offen,2023-03-09,2023-03-07,9,True,2023-03-17,4010.82,2,2023-03,Sonstiges
1980,2023-02-13,Eilbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,114,Stück,33.85,Offen,2023-02-20,2023-02-18,233,False,,3858.9,5,2023-02,Sonstiges
1981,2023-02-25,Standardbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,20,Stück,137.15,Offen,2023-03-05,2023-03-08,2,True,2023-03-03,2743.0,11,2023-02,Sonstiges
1982,2023-12-31,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT8,Bremshebel MT8,93,Stück,130.67,Teilgeliefert,2024-01-08,2024-01-11,9,True,2024-01-14,12152.31,11,2023-12,Bremsen
1983,2023-10-15,Standardbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,21,Stück,75.46,Geliefert,2023-10-19,2023-10-18,5,True,2023-10-27,1584.6599999999999,3,2023-10,Antrieb
1984,2023-12-20,Eilbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,86,Stück,103.3,Offen,2023-12-28,2023-12-27,15,True,2023-12-28,8883.8,7,2023-12,Sonstiges
1985,2024-05-07,Standardbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,44,Stück,20.39,Teilgeliefert,2024-05-13,2024-05-16,288,False,,897.1600000000001,9,2024-05,Sonstiges
1986,2023-05-25,Eilbestellung,SRAM Corporation,SR-CS-PG1210,Kassette PG-1210 Eagle 12-fach,44,Stück,81.03,Teilgeliefert,2023-05-29,2023-05-30,4,True,2023-06-06,3565.32,5,2023-05,Sonstiges
1987,2023-10-19,Standardbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,171,Stück,83.39,Geliefert,2023-10-23,2023-10-21,228,False,,14259.69,2,2023-10,Sonstiges
1988,2023-01-22,Standardbestellung,SRAM Corporation,SR-RD-GX1,Schaltwerk GX Eagle,54,Stück,67.28,Geliefert,2023-01-25,2023-01-24,14,True,2023-02-05,3633.12,2,2023-01,Sonstiges
1989,2023-04-12,Standardbestellung,Selle Italia S.r.l.,SI-KI-STORIA,Fahrradsattel Storica,98,Stück,17.56,Teilgeliefert,2023-04-22,2023-04-24,53,False,,1720.8799999999999,12,2023-04,Sonstiges
1990,2023-06-30,Eilbestellung,Selle Italia S.r.l.,SI-KI-STORIA,Fahrradsattel Storica,33,Stück,105.29,Geliefert,2023-07-07,2023-07-05,197,False,,3474.57,5,2023-06,Sonstiges
1991,2023-12-23,Standardbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,102,Stück,146.49,Offen,2024-01-02,2024-01-03,12,True,2023-12-28,14941.980000000001,11,2023-12,Sonstiges
1992,2023-01-27,Eilbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,38,Stück,11.94,Teilgeliefert,2023-02-03,2023-02-02,2,True,2023-02-19,453.71999999999997,6,2023-01,Sonstiges
1993,2024-04-10,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,74,Stück,137.08,Offen,2024-04-20,2024-04-22,15,True,2024-05-01,10143.92,12,2024-04,Sonstiges
1994,2024-01-20,Eilbestellung,Shimano GmbH,SH-RD-M8100,Schaltwerk XT RD-M8100-SGS,36,Stück,30.87,Teilgeliefert,2024-01-26,2024-01-27,263,False,,1111.32,7,2024-01,Sonstiges
1995,2023-04-11,Standardbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,171,Stück,75.93,Geliefert,2023-04-21,2023-04-24,194,False,,12984.03,13,2023-04,Bremsen
1996,2023-05-31,Eilbestellung,Shimano GmbH,SH-RD-M5100,Schaltwerk Deore RD-M5100-SGS,166,Stück,67.3,Geliefert,2023-06-08,2023-06-09,250,False,,11171.8,9,2023-05,Sonstiges
1997,2024-01-13,Standardbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,106,Stück,109.15,Teilgeliefert,2024-01-21,2024-01-22,12,True,2024-01-31,11569.900000000001,9,2024-01,Sonstiges
1998,2023-01-03,Eilbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,153,Stück,53.98,Offen,2023-01-07,2023-01-05,84,False,,8258.939999999999,2,2023-01,Sonstiges
1999,2023-01-16,Eilbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,169,Stück,48.3,Geliefert,2023-01-24,2023-01-24,300,False,,8162.7,8,2023-01,Sonstiges
2000,2024-01-19,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT8,Bremshebel MT8,175,Stück,78.87,Geliefert,2024-01-22,2024-01-22,12,True,2024-01-30,13802.25,3,2024-01,Bremsen
2001,2023-10-11,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,12,Stück,16.05,Geliefert,2023-10-15,2023-10-15,245,False,,192.60000000000002,4,2023-10,Sonstiges
2002,2024-04-13,Eilbestellung,Continental AG,CO-TU-PREM,Fahrradschlauch Presta Ventil,98,Stück,40.96,Teilgeliefert,2024-04-20,2024-04-22,7,True,2024-04-30,4014.08,9,2024-04,Sonstiges
2003,2023-12-06,Standardbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,105,Stück,78.13,Geliefert,2023-12-16,2023-12-18,20,True,2023-12-19,8203.65,12,2023-12,Sonstiges
2004,2023-11-22,Standardbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,175,Stück,105.45,Geliefert,2023-12-01,2023-12-04,256,False,,18453.75,12,2023-11,Sonstiges
2005,2023-03-23,Standardbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,30,Stück,129.53,Teilgeliefert,2023-03-29,2023-03-29,1,True,2023-04-08,3885.9,6,2023-03,Sonstiges
2006,2024-03-13,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 180mm,190,Stück,115.38,Offen,2024-03-23,2024-03-23,9,True,2024-04-08,21922.2,10,2024-03,Bremsen
2007,2023-08-29,Standardbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,13,Stück,120.12,Teilgeliefert,2023-09-04,2023-09-04,6,True,2023-09-21,1561.56,6,2023-08,Sonstiges
2008,2023-03-26,Standardbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,192,Stück,81.63,Offen,2023-04-05,2023-04-03,216,False,,15672.96,8,2023-03,Sonstiges
2009,2023-03-21,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BR-MT5,Hydraulikbremse MT5,46,Stück,95.26,Geliefert,2023-03-29,2023-03-31,10,True,2023-03-27,4381.96,10,2023-03,Sonstiges
2010,2023-08-31,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,107,Stück,21.69,Offen,2023-09-03,2023-09-03,2,True,2023-09-28,2320.83,3,2023-08,Bremsen
2011,2023-06-24,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BR-MT5,Hydraulikbremse MT5,91,Stück,52.62,Teilgeliefert,2023-07-03,2023-07-06,19,True,2023-07-22,4788.42,12,2023-06,Sonstiges
2012,2024-04-10,Eilbestellung,Shimano GmbH,SH-CS-M8100,Kassette XT CS-M8100 12-fach,142,Stück,62.51,Offen,2024-04-17,2024-04-16,2,True,2024-05-09,8876.42,6,2024-04,Sonstiges
2013,2023-12-09,Standardbestellung,Selle Italia S.r.l.,SI-GR-NEOPRE,Fahrradgriffe Neopren,185,Stück,27.34,Geliefert,2023-12-13,2023-12-11,16,True,2023-12-30,5057.9,2,2023-12,Sonstiges
2014,2024-01-19,Standardbestellung,Shimano GmbH,SH-CS-M8100,Kassette XT CS-M8100 12-fach,64,Stück,81.51,Teilgeliefert,2024-01-24,2024-01-22,7,True,2024-02-12,5216.64,3,2024-01,Sonstiges
2015,2023-08-31,Eilbestellung,SRAM Corporation,SR-BB-GXP,Innenlager GXP Team,63,Stück,120.74,Offen,2023-09-04,2023-09-06,170,False,,7606.62,6,2023-08,Sonstiges
2016,2023-10-02,Standardbestellung,Shimano GmbH,SH-BR-M820,Bremssattel Saint M820,134,Stück,11.3,Geliefert,2023-10-12,2023-10-13,176,False,,1514.2,11,2023-10,Bremsen
2017,2023-01-27,Standardbestellung,Shimano GmbH,SH-FH-M820,Hinterradnabe Saint FH-M820,184,Stück,149.61,Offen,2023-02-02,2023-01-31,95,False,,27528.24,4,2023-01,Sonstiges
2018,2023-03-14,Standardbestellung,SRAM Corporation,SR-CS-PG1210,Kassette PG-1210 Eagle 12-fach,21,Stück,59.05,Offen,2023-03-23,2023-03-21,12,True,2023-04-03,1240.05,7,2023-03,Sonstiges
2019,2023-05-30,Standardbestellung,Shimano GmbH,SH-RD-M6100,Schaltwerk Deore RD-M6100-SGS,116,Stück,37.24,Geliefert,2023-06-06,2023-06-04,15,True,2023-06-29,4319.84,5,2023-05,Sonstiges
2020,2023-06-23,Standardbestellung,Shimano GmbH,SH-HB-M6110,Vorderradnabe Deore HB-M6110,176,Stück,79.91,Offen,2023-07-02,2023-06-30,17,True,2023-07-04,14064.16,7,2023-06,Sonstiges
2021,2023-04-05,Eilbestellung,Shimano GmbH,SH-RD-M4120,Schaltwerk Alivio RD-M4120-SGS,182,Stück,47.06,Teilgeliefert,2023-04-12,2023-04-15,79,False,,8564.92,10,2023-04,Sonstiges
2022,2024-01-16,Eilbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,165,Stück,94.28,Geliefert,2024-01-19,2024-01-20,0,True,2024-02-15,15556.2,4,2024-01,Sonstiges
2023,2023-03-04,Eilbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,11,Stück,42.74,Offen,2023-03-11,2023-03-14,20,True,2023-03-10,470.14000000000004,10,2023-03,Sonstiges
2024,2023-08-16,Eilbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,148,Stück,60.35,Offen,2023-08-25,2023-08-27,2,True,2023-08-21,8931.800000000001,11,2023-08,Sonstiges
2025,2024-01-08,Standardbestellung,Continental AG,CO-TU-RACE,Fahrradschlauch Race 28,141,Stück,74.13,Offen,2024-01-16,2024-01-16,5,True,2024-01-18,10452.33,8,2024-01,Sonstiges
2026,2023-04-26,Standardbestellung,Selle Italia S.r.l.,SI-BA-NET,Fahrradsattel Net,20,Stück,29.45,Geliefert,2023-05-02,2023-05-02,199,False,,589.0,6,2023-04,Sonstiges
2027,2023-07-19,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 203mm,73,Stück,132.05,Geliefert,2023-07-23,2023-07-21,0,True,2023-08-17,9639.650000000001,2,2023-07,Bremsen
2028,2023-01-26,Eilbestellung,Shimano GmbH,SH-CN-HG601,Kette CN-HG601 11-fach,153,Stück,121.15,Teilgeliefert,2023-01-29,2023-02-01,166,False,,18535.95,6,2023-01,Antrieb
2029,2023-10-16,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 203mm,42,Stück,89.33,Teilgeliefert,2023-10-24,2023-10-27,1,True,2023-10-29,3751.86,11,2023-10,Bremsen
2030,2023-02-28,Eilbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,132,Stück,65.42,Geliefert,2023-03-05,2023-03-08,11,True,2023-03-25,8635.44,8,2023-02,Sonstiges
2031,2023-08-23,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,112,Stück,26.38,Teilgeliefert,2023-08-29,2023-08-31,176,False,,2954.56,8,2023-08,Sonstiges
2032,2023-12-26,Standardbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,12,Stück,28.06,Teilgeliefert,2024-01-04,2024-01-07,14,True,2024-01-18,336.71999999999997,12,2023-12,Sonstiges
2033,2023-01-06,Eilbestellung,Shimano GmbH,SH-FH-M820,Hinterradnabe Saint FH-M820,71,Stück,148.31,Offen,2023-01-12,2023-01-14,117,False,,10530.01,8,2023-01,Sonstiges
2034,2023-06-23,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT5,Bremshebel MT5,33,Stück,47.49,Offen,2023-07-01,2023-07-04,116,False,,1567.17,11,2023-06,Bremsen
2035,2023-02-16,Eilbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,85,Stück,88.56,Teilgeliefert,2023-02-26,2023-02-24,6,True,2023-03-18,7527.6,8,2023-02,Sonstiges
2036,2024-02-06,Standardbestellung,Selle Italia S.r.l.,SI-KI-STORIA,Fahrradsattel Storica,61,Stück,133.69,Offen,2024-02-09,2024-02-08,255,False,,8155.09,2,2024-02,Sonstiges
2037,2023-02-18,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT5,Bremshebel MT5,173,Stück,66.32,Offen,2023-02-27,2023-03-01,266,False,,11473.359999999999,11,2023-02,Bremsen
2038,2023-05-21,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 203mm,73,Stück,72.47,Offen,2023-05-26,2023-05-24,4,True,2023-06-05,5290.3099999999995,3,2023-05,Bremsen
2039,2023-10-19,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT2,Bremshebel MT2,45,Stück,136.16,Teilgeliefert,2023-10-25,2023-10-25,4,True,2023-11-14,6127.2,6,2023-10,Bremsen
2040,2024-03-30,Eilbestellung,Shimano GmbH,SH-RD-M8100,Schaltwerk XT RD-M8100-SGS,121,Stück,76.84,Geliefert,2024-04-03,2024-04-02,248,False,,9297.640000000001,3,2024-03,Sonstiges
2041,2024-04-13,Standardbestellung,SRAM Corporation,SR-BB-DUB,Innenlager DUB BSA,16,Stück,92.24,Teilgeliefert,2024-04-22,2024-04-25,71,False,,1475.84,12,2024-04,Sonstiges
2042,2023-02-03,Eilbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,18,Stück,40.78,Geliefert,2023-02-09,2023-02-07,99,False,,734.04,4,2023-02,Sonstiges
2043,2023-10-23,Standardbestellung,Shimano GmbH,SH-RD-M7100,Schaltwerk SLX RD-M7100-SGS,46,Stück,115.43,Teilgeliefert,2023-10-29,2023-10-29,85,False,,5309.780000000001,6,2023-10,Sonstiges
2044,2023-04-01,Eilbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,148,Stück,119.69,Geliefert,2023-04-07,2023-04-05,3,True,2023-04-16,17714.12,4,2023-04,Antrieb
2045,2024-04-28,Eilbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,130,Stück,135.68,Teilgeliefert,2024-05-01,2024-05-02,13,True,2024-05-27,17638.4,4,2024-04,Sonstiges
2046,2023-06-23,Standardbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,86,Stück,41.15,Teilgeliefert,2023-06-29,2023-06-28,7,True,2023-07-10,3538.9,5,2023-06,Antrieb
2047,2023-12-16,Standardbestellung,SRAM Corporation,SR-CS-PG1230,Kassette PG-1230 Eagle 12-fach,121,Stück,125.85,Geliefert,2023-12-21,2023-12-22,3,True,2023-12-27,15227.849999999999,6,2023-12,Sonstiges
2048,2024-02-02,Standardbestellung,Selle Italia S.r.l.,SI-KI-SLR,Fahrradsattel SLR,142,Stück,23.65,Offen,2024-02-12,2024-02-15,264,False,,3358.2999999999997,13,2024-02,Sonstiges
2049,2023-08-30,Eilbestellung,Selle Italia S.r.l.,SI-BA-FLITE,Fahrradsattel Flite,18,Stück,14.03,Offen,2023-09-06,2023-09-05,18,True,2023-09-05,252.54,6,2023-08,Sonstiges
2050,2023-01-09,Standardbestellung,Shimano GmbH,SH-CN-HG601,Kette CN-HG601 11-fach,104,Stück,121.87,Offen,2023-01-19,2023-01-22,105,False,,12674.48,13,2023-01,Antrieb
2051,2023-09-26,Standardbestellung,Shimano GmbH,SH-RD-M4120,Schaltwerk Alivio RD-M4120-SGS,100,Stück,147.55,Offen,2023-09-30,2023-09-30,115,False,,14755.000000000002,4,2023-09,Sonstiges
2052,2023-09-29,Eilbestellung,Selle Italia S.r.l.,SI-BA-TURBO,Fahrradsattel Turbo,41,Stück,88.31,Geliefert,2023-10-06,2023-10-08,146,False,,3620.71,9,2023-09,Sonstiges
2053,2023-02-13,Standardbestellung,Shimano GmbH,SH-RD-M6100,Schaltwerk Deore RD-M6100-SGS,110,Stück,74.91,Geliefert,2023-02-22,2023-02-22,10,True,2023-02-28,8240.1,9,2023-02,Sonstiges
2054,2023-11-03,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,160,Stück,19.9,Geliefert,2023-11-13,2023-11-16,0,True,2023-11-13,3184.0,13,2023-11,Bremsen
2055,2023-09-20,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-HB-MT7,Hydraulikbremse MT7,13,Stück,35.99,Offen,2023-09-26,2023-09-28,68,False,,467.87,8,2023-09,Sonstiges
2056,2023-09-29,Eilbestellung,Selle Italia S.r.l.,SI-SA-FLITE,Fahrradsattel Flite Boost,173,Stück,17.75,Teilgeliefert,2023-10-04,2023-10-02,14,True,2023-10-13,3070.75,3,2023-09,Sonstiges
2057,2023-12-06,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 180mm,171,Stück,30.79,Geliefert,2023-12-14,2023-12-15,12,True,2023-12-26,5265.09,9,2023-12,Bremsen
2058,2023-11-16,Eilbestellung,Continental AG,CO-TU-TOUR,Fahrradschlauch Tour 28,50,Stück,18.38,Geliefert,2023-11-22,2023-11-21,16,True,2023-12-02,919.0,5,2023-11,Sonstiges
2059,2023-08-29,Standardbestellung,Shimano GmbH,SH-CN-HG601,Kette CN-HG601 11-fach,145,Stück,118.32,Geliefert,2023-09-05,2023-09-03,199,False,,17156.399999999998,5,2023-08,Antrieb
2060,2023-09-24,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-P,Bremsscheibe MDR-P 203mm,69,Stück,70.48,Geliefert,2023-10-03,2023-10-01,2,True,2023-10-07,4863.12,7,2023-09,Bremsen
2061,2023-07-15,Eilbestellung,SRAM Corporation,SR-CN-GX12,Kette GX Eagle 12-fach,11,Stück,143.31,Offen,2023-07-19,2023-07-21,257,False,,1576.41,6,2023-07,Antrieb
2062,2023-03-03,Standardbestellung,Selle Italia S.r.l.,SI-BA-TURBO,Fahrradsattel Turbo,121,Stück,48.13,Offen,2023-03-09,2023-03-10,127,False,,5823.7300000000005,7,2023-03,Sonstiges
2063,2024-04-14,Standardbestellung,Shimano GmbH,SH-RD-M5100,Schaltwerk Deore RD-M5100-SGS,189,Stück,21.05,Offen,2024-04-19,2024-04-21,135,False,,3978.4500000000003,7,2024-04,Sonstiges
2064,2023-11-17,Standardbestellung,Selle Italia S.r.l.,SI-SA-XLR,Fahrradsattel SLR Boost,79,Stück,131.96,Offen,2023-11-26,2023-11-26,123,False,,10424.84,9,2023-11,Sonstiges
2065,2024-03-29,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-BR-MT5,Hydraulikbremse MT5,152,Stück,19.5,Geliefert,2024-04-02,2024-04-05,16,True,2024-04-06,2964.0,7,2024-03,Sonstiges
2066,2023-11-17,Eilbestellung,Continental AG,CO-RE-TERRA,Fahrradreifen Terra Trail 2.3,88,Stück,119.02,Geliefert,2023-11-21,2023-11-23,6,True,2023-12-11,10473.76,6,2023-11,Sonstiges
2067,2024-03-14,Standardbestellung,Continental AG,CO-RE-CONTACT,Fahrradreifen Contact Urban,73,Stück,56.17,Geliefert,2024-03-20,2024-03-22,10,True,2024-03-25,4100.41,8,2024-03,Sonstiges
2068,2023-10-06,Eilbestellung,Magura Bosch Parts & Services GmbH,MA-RT-MDR-C,Bremsscheibe MDR-C 203mm,170,Stück,113.96,Offen,2023-10-14,2023-10-12,16,True,2023-10-31,19373.2,6,2023-10,Bremsen
2069,2023-08-17,Standardbestellung,SRAM Corporation,SR-BB-DUB-PF,Innenlager DUB Pressfit,47,Stück,60.08,Teilgeliefert,2023-08-23,2023-08-21,52,False,,2823.7599999999998,4,2023-08,Sonstiges
2070,2023-04-25,Eilbestellung,SRAM Corporation,SR-FC-GX1,Kurbelgarnitur GX Eagle,93,Stück,29.51,Teilgeliefert,2023-05-02,2023-05-05,57,False,,2744.4300000000003,10,2023-04,Sonstiges
2071,2023-02-21,Standardbestellung,Continental AG,CO-RE-XKING,Fahrradreifen X-King 2.2,183,Stück,103.88,Offen,2023-03-03,2023-03-06,19,True,2023-03-12,19010.04,13,2023-02,Sonstiges
2072,2023-03-30,Standardbestellung,Magura Bosch Parts & Services GmbH,MA-BL-MT5,Bremshebel MT5,12,Stück,16.21,Geliefert,2023-04-09,2023-04-12,256,False,,194.52,13,2023-03,Bremsen
2073,2023-12-11,Eilbestellung,SRAM Corporation,SR-CN-SX12,Kette SX Eagle 12-fach,38,Stück,98.02,Offen,2023-12-21,2023-12-20,13,True,2023-12-16,3724.7599999999998,9,2023-12,Antrieb
2074,2023-01-01,Standardbestellung,SRAM Corporation,SR-BB-DUB-TR,Innenlager DUB Tretlager,39,Stück,37.09,Offen,2023-01-08,2023-01-08,190,False,,1446.5100000000002,7,2023-01,Sonstiges
2075,2023-06-27,Standardbestellung,Continental AG,CO-RE-CROSS,Fahrradreifen Cross King 2.3,90,Stück,102.82,Teilgeliefert,2023-07-07,2023-07-09,2,True,2023-07-19,9253.8,12,2023-06,Sonstiges
2076,2024-01-01,Eilbestellung,Continental AG,CO-TU-MTB,Fahrradschlauch MTB 26/27.5/29,172,Stück,122.22,Teilgeliefert,2024-01-04,2024-01-03,115,False,,21021.84,2,2024-01,Sonstiges
2077,2024-01-30,Eilbestellung,Shimano GmbH,SH-CS-M7100,Kassette SLX CS-M7100 12-fach,148,Stück,139.77,Geliefert,2024-02-08,2024-02-11,7,True,2024-02-11,20685.960000000003,12,2024-01,Sonstiges
